initialorder	side	order	BigCriteria	criteria	choice	objecttype	weightwithincriteria	BigCriteria_en	criteria_en	choice_en	BigCriteria_fr	criteria_fr	choice_fr	BigCriteria_it	criteria_it	choice_it	BigCriteria_nl	criteria_nl	choice_nl	BigCriteria_de	criteria_de	choice_de	BigCriteria_es	criteria_es	choice_es	BigCriteria_cz	criteria_cz	choice_cz
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	10	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Pine-sessile oak forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association pinède-chênaie à grappes	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione di boschi di pini e querce	Habitat.van.houtachtige.planten		Dennen-sessileikenbosvereniging	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Kiefern-Traubeneichenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación bosque de pino-roble albar	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Sdružení borovice-sesilové duby lesní
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	11	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Dry oak-hornbeam forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de chênaie-charmaie sèche	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestale quercia-corniera secca	Habitat.van.houtachtige.planten		Bosgemeenschap droge eik-haagbeuk	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Trockene Eichen-Hainbuchenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidad de bosque seco de roble y carpe	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo suchých dubohabrových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	12	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Moist oak-hornbeam forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de chênaie-charmaie humide	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione forestale quercia-corniera umida	Habitat.van.houtachtige.planten		Vochtig eiken-haagbeukenbos	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Feuchte Eichen-Hainbuchenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación de bosque húmedo de roble y carpe	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo vlhkých dubohabrových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	13	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Sessile oak-birch woodland community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de chênaie sessiliflore et de bouleau	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione boschiva quercia-faggeta sessile	Habitat.van.houtachtige.planten		Bosvereniging van wintereik en berk	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Traubeneichen-Birkenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación robledal-abetal albar	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo přisedlých dubobukových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	14	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Common oak-birch woodland community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association Chêne pédonculé - Bouleau	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione boschiva quercia-farnia comune	Habitat.van.houtachtige.planten		Eiken-berkenbos	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Stieleichen-Birkenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación de bosques de roble común y abedul	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo duboborových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	15	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Hainsimsen beech forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association des hêtraies à charmes	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestale di faggio di Hainsimsen	Habitat.van.houtachtige.planten		Hainsimsen-beukenbosgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Hainsimsen-Buchenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidad de hayedos de Hainsimsen	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Bukové lesní společenstvo Hainsimsen
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	16	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Woodruff-beech forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association des hêtraies à aspérule	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestale Woodruff-Faggio	Habitat.van.houtachtige.planten		Gemeenschap van beukenbossen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Waldmeister-Buchenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidad de bosque de haya	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo lesních bučin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	17	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Ash-maple ravine forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Sociétés de forêts de ravin à frêne et érable	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali di forra di frassino e di abete rosso	Habitat.van.houtachtige.planten		Es-esdoorn-bosgemeenschappen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Eschen-Ahorn-Schluchtwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades forestales de barranco de fresno-arce	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Jasanovo-javorová lesní společenstva úžlabin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	18	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Acidophilous pine forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Associations de pinèdes acidophiles	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali di pino acidofilo	Habitat.van.houtachtige.planten		Zuursparrenbos-gemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Bodensaure Kiefernwald Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades de pinares acidófilos	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Acidofilní borová lesní společenstva
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	19	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	White clover-pine forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de pinède à trèfle blanc	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestale trifoglio bianco-pino	Habitat.van.houtachtige.planten		Witte klaver-dennenbosgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Geißklee-Kiefernwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidad trébol blanco-pinar	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo bělokorých borových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	20	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Snow heath-pine forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Sociétés de pinèdes de landes à neige	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali di brughiera delle nevi e pino silvestre	Habitat.van.houtachtige.planten		Sneeuwheide-dennenbosgemeenschappen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Schneeheide-Kiefernwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades de brezales de nieve y pinares	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstva sněhových vřesovištních borových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	21	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Montane and subalpine spruce forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Associations de pessières montagnardes et subalpines	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali di abete rosso montano e subalpino	Habitat.van.houtachtige.planten		Montane en subalpiene sparrenbosgemeenschappen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Montane und subalpine Fichtenwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades forestales de abeto montano y subalpino	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstva horských a subalpínských smrčin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	22	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Mixed fir forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Sociétés de sapinières mixtes	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali miste di abete rosso	Habitat.van.houtachtige.planten		Gemengde sparrenbossen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Tannenmischwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades forestales mixtas de abeto	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Smíšená jedlová lesní společenstva
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	23	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Montane plateau and hillside fir forest communities	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Sociétés de sapinières montagnardes de plateau et de pente	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità forestali di abete rosso montano e collinare	Habitat.van.houtachtige.planten		Montane plateau en heuvel sparren bos gemeenschappen	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Montane Plateau- und Hangtannenwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidades de bosques de abeto de meseta y ladera montanos	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstva jedlobukových lesů montánních plošin a svahů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	1	selectInput		Habitat.of.woody.plants	type of vegetal community in riparian buffers	Willow riparian forest communities	Domaine.de.vie.des.plantes.ligneuses	type de végétation en ripisylve	Associations de forêts alluviales de pâturage	Habitat.di.piante.legnose	piante.legnose.lungo.i.corsi.d'acqua.e.nelle.pianure.alluvionali.	Comunità forestali ripariali di salice	Habitat.van.houtachtige.planten	Houtige.planten.langs.waterlopen.en.in.uiterwaarden.	Bosgemeenschappen met wilgen langs de oever	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Weide-Auenwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenecientes.a.comunidades.y.asociaciones.vegetales. leñosas.a.lo.largo.de.cursos.de.agua.y.en.llanuras.inundables.	Comunidades forestales ribereñas de sauces	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvům.a.asociacím.Dřeviny.podél.vodních.toků.a.v.záplavových.územích.	Společenstva vrbových lužních lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	2	selectInput		Habitat.of.woody.plants	type of vegetal community in riparian buffers	Brook alder-ash forest communities	Domaine.de.vie.des.plantes.ligneuses	type de végétation en ripisylve	Sociétés d'aulnaie-frênaie de ruisseau	Habitat.di.piante.legnose	piante.legnose.lungo.i.corsi.d'acqua.e.nelle.pianure.alluvionali.	Comunità forestali di ontano di ruscello e cenere	Habitat.van.houtachtige.planten	Houtige.planten.langs.waterlopen.en.in.uiterwaarden.	Bosgemeenschappen van beek-esdoorn	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Bach-Erlen-Eschenwald-Gesellschaften	Hábitat.de.plantas.leñosas	Pertenecientes.a.comunidades.y.asociaciones.vegetales. leñosas.a.lo.largo.de.cursos.de.agua.y.en.llanuras.inundables.	Comunidades forestales de aliso de arroyo y fresno	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvům.a.asociacím.Dřeviny.podél.vodních.toků.a.v.záplavových.územích.	Společenstva potočních olšovo-jasanových lesů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	3	selectInput		Habitat.of.woody.plants	type of vegetal community in riparian buffers	Grey alder riparian forest communities	Domaine.de.vie.des.plantes.ligneuses	type de végétation en ripisylve	Sociétés de forêts alluviales à aulnes gris	Habitat.di.piante.legnose	piante.legnose.lungo.i.corsi.d'acqua.e.nelle.pianure.alluvionali.	Comunità forestali ripariali di ontano grigio	Habitat.van.houtachtige.planten	Houtige.planten.langs.waterlopen.en.in.uiterwaarden.	Gemeenschappen van oeverbossen van grijze els	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Grauerlen-Auenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenecientes.a.comunidades.y.asociaciones.vegetales. leñosas.a.lo.largo.de.cursos.de.agua.y.en.llanuras.inundables.	Comunidades forestales ribereñas de aliso gris	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvům.a.asociacím.Dřeviny.podél.vodních.toků.a.v.záplavových.územích.	Společenstva břehových porostů olše šedé
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	4	selectInput		Habitat.of.woody.plants	type of vegetal community in riparian buffers	Black alder-ash riparian forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en ripisylve	Société des forêts alluviales d'aulnes noirs et de frênes	Habitat.di.piante.legnose	piante.legnose.lungo.i.corsi.d'acqua.e.nelle.pianure.alluvionali.	Comunità forestali ripariali di ontano nero e frassino	Habitat.van.houtachtige.planten	Houtige.planten.langs.waterlopen.en.in.uiterwaarden.	Zwarte els-as oeverbosgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Schwarzerlen-Eschen-Auenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenecientes.a.comunidades.y.asociaciones.vegetales. leñosas.a.lo.largo.de.cursos.de.agua.y.en.llanuras.inundables.	Comunidades de bosques de ribera de aliso negro y fresno	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvům.a.asociacím.Dřeviny.podél.vodních.toků.a.v.záplavových.územích.	Společenstva olšových lužních lesů s olší černou
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	5	selectInput		Habitat.of.woody.plants	type of vegetal community in riparian buffers	Ash-elm riparian forest community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en ripisylve	Association des forêts alluviales de frênes et d'ormes	Habitat.di.piante.legnose	piante.legnose.lungo.i.corsi.d'acqua.e.nelle.pianure.alluvionali.	Comunità forestale ripariale di frassino-elmo	Habitat.van.houtachtige.planten	Houtige.planten.langs.waterlopen.en.in.uiterwaarden.	Es-elm oeverbosgemeenscha	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Gehölze.an.Fließgewässer.und.in.Auen.	Eschen-Ulmen-Auenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenecientes.a.comunidades.y.asociaciones.vegetales. leñosas.a.lo.largo.de.cursos.de.agua.y.en.llanuras.inundables.	Comunidad de bosques de ribera de fresnos y olmo	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvům.a.asociacím.Dřeviny.podél.vodních.toků.a.v.záplavových.územích.	Společenstva jasanovo-olšových lužních lesů
	responsetrait		Soil	Bodenfeuchte	Bodenfeuchte_-	selectInput		Soil moisture	Soil moisture	-	Humidité du sol	Humidité du sol	-	Umidità del suolo	Umidità del suolo	-	Bodemvocht	Bodemvocht	-	Bodenfeuchte	Bodenfeuchte	-	Humedad.del.suelo	Humedad.del.suelo	-	Půdní vlhkost	Půdní vlhkost	-
	responsetrait		Soil	Bodenfeuchte	Bodenfeuchte_feucht bis frisch	selectInput		Soil moisture	Soil moisture	moist to fresh	Humidité du sol	Humidité du sol	humide à frais	Umidità del suolo	Umidità del suolo	da umido a fresco	Bodemvocht	Bodemvocht	vochtig tot vers	Bodenfeuchte	Bodenfeuchte	feucht bis frisch	Humedad.del.suelo	Humedad.del.suelo	húmedo a fresco	Půdní vlhkost	Půdní vlhkost	vlhký až čerstvý
	responsetrait		Soil	Bodenfeuchte	Bodenfeuchte_trocken	selectInput		Soil moisture	Soil moisture	dry	Humidité du sol	Humidité du sol	sec	Umidità del suolo	Umidità del suolo	secco	Bodemvocht	Bodemvocht	droog	Bodenfeuchte	Bodenfeuchte	trocken	Humedad.del.suelo	Humedad.del.suelo	seco	Půdní vlhkost	Půdní vlhkost	suchý
	responsetrait		Soil	Bodenreaktion	Bodenreaktion_-	selectInput		Soil.reaction	Soil.reaction	-	Réaction du sol	Réaction du sol	-	Reazione del suolo	Reazione del suolo	-	Bodemreactie	Bodemreactie	-	Bodenreaktion	Bodenreaktion	-	Reacción del suelo	Reacción del suelo	-	Půdní reakce	Půdní reakce	-
	responsetrait		Soil	Bodenreaktion	Bodenreaktion_alkalisch	selectInput		Soil.reaction	Soil.reaction	alkaline	Réaction du sol	Réaction du sol	alcalin	Reazione del suolo	Reazione del suolo	alcalino	Bodemreactie	Bodemreactie	alkalisch	Bodenreaktion	Bodenreaktion	alkalisch	Reacción del suelo	Reacción del suelo	alcalino	Půdní reakce	Půdní reakce	alkalický
	responsetrait		Soil	Bodenreaktion	Bodenreaktion_sauer	selectInput		Soil.reaction	Soil.reaction	acidic	Réaction du sol	Réaction du sol	acide	Reazione del suolo	Reazione del suolo	acida	Bodemreactie	Bodemreactie	zuur	Bodenreaktion	Bodenreaktion	sauer	Reacción del suelo	Reacción del suelo	ácido	Půdní reakce	Půdní reakce	kyselé
	responsetrait		Soil	Feuchtezahl	Feuchtezahl_	numericInput		Moisture index	Moisture index		Indice d'humidité	Indice d'humidité		Indice di umidità	Indice di umidità		Vocht index	Vocht index		Feuchtezahl	Feuchtezahl		Índice de humedad	Índice de humedad		Index vlhkosti	Index vlhkosti	
	responsetrait		Soil	Reaktionszahl	Reaktionszahl_	numericInput		Reaction number	Reaction number		Indice de réaction	Indice de réaction		Numero di reazione	Numero di reazione		Reactiegetal	Reactiegetal		Reaktionszahl	Reaktionszahl		Número de reacción	Número de reacción		Reakční číslo	Reakční číslo	
	responsetrait		Soil	Stickstoffzahl	Stickstoffzahl_	numericInput		Nitrogen number	Nitrogen number		Indice d'azote	Indice d'azote		Numero di azoto	Numero di azoto		Stikstofgetal	Stikstofgetal		Stickstoffzahl	Stickstoffzahl		Número de nitrógeno	Número de nitrógeno		Dusíkaté číslo	Dusíkaté číslo	
	responsetrait		Soil	Substrat	Substrat_durchlässig	selectInput		Substrate	Substrate	permeable	Substrat	Substrat	perméable	Substrato	Substrato	permeabile	Substraat	Substraat	doorlatend	Substrat	Substrat	durchlässig	Sustrato	Sustrato	permeable	Substrát	Substrát	propustné
	responsetrait		Soil	Substrat	Substrat_humos	selectInput		Substrate	Substrate	humic	Substrat	Substrat	humique	Substrato	Substrato	umico	Substraat	Substraat	humusachtig	Substrat	Substrat	humos	Sustrato	Sustrato	húmico	Substrát	Substrát	huminová
	responsetrait		Soil	Substrat	Substrat_leicht (sandig)	selectInput		Substrate	Substrate	light (sandy)	Substrat	Substrat	léger (sableux)	Substrato	Substrato	leggero (sabbioso)	Substraat	Substraat	licht (zanderig)	Substrat	Substrat	leicht (sandig)	Sustrato	Sustrato	ligero (arenoso)	Substrát	Substrát	lehké (písčité)
	responsetrait		Soil	Substrat	Substrat_schwer (tonig)	selectInput		Substrate	Substrate	heavy (clayey)	Substrat	Substrat	lourd (argileux)	Substrato	Substrato	pesante (argilloso)	Substraat	Substraat	zwaar (kleiig)	Substrat	Substrat	schwer (tonig)	Sustrato	Sustrato	pesado (arcilloso)	Substrát	Substrát	těžká (jílovitá)
