Country	Region	Crop	precipitation	altitude	Tree_latin	locallyAdapted	food	erosionControl	pestControl	biodiversity	diseaseControl	microclimate	improvedCoffeeProductivity	improvedCoffeeLongevity	pruning	fallingBranches	nutrients	fuelwood	fodder	protecfromcold	fruit	growth	Income	improvedCoffeeQuality	mulch	improvedCocoaLongevity	lowCompetition	improvedMacaboProduction	medicinal	protectfromhail	windbreak	protectfromheat	otherproducts	shade	for workers	soilMoisture	soilFertility	timber	weedControl
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Baccaurea sapida	NA	NA	NA	NA	1.94	NA	2.08	0.72	1.24	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	1.73	NA	NA	0.91	NA	2.35
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Oroxylum indicum	NA	NA	NA	NA	0	NA	1.49	1.01	1.36	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	1.8	NA	NA	0.9	NA	0.82
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Erythrina ovalifolia	NA	NA	NA	NA	5	NA	4.86	5	5	NA	NA	NA	NA	NA	3.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	5	NA	NA	5	NA	5
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Albizia adianthifolia	NA	0.04	NA	NA	NA	NA	NA	5	NA	3.11	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28	0.93	NA	NA	NA	NA	NA	4.25	NA	NA	1.46	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Citrus sinensis	NA	3.03	NA	NA	NA	NA	NA	1.27	NA	1.75	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	0.13	NA	NA	NA	NA	NA	2.17	NA	NA	0.5	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Pachylobus edulis	NA	3.46	NA	NA	NA	NA	NA	2.36	NA	1.55	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	2.09	NA	NA	NA	NA	NA	3.68	NA	NA	1	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Musa paradisiaca	NA	5	NA	NA	NA	NA	NA	2.67	NA	1.03	NA	2.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	2.73	NA	NA	NA	NA	NA	2.82	NA	NA	0	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Neoboutonia mannii	NA	0.02	NA	NA	NA	NA	NA	3.88	NA	3.21	NA	4.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.85	0.87	NA	NA	NA	NA	NA	2.74	NA	NA	1.33	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Eucalyptus saligna	NA	0	NA	NA	NA	NA	NA	0	NA	2.58	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3.91	NA	NA	NA	NA	NA	1	NA	NA	5	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Dracaena arborea	NA	0.02	NA	NA	NA	NA	NA	1.37	NA	3.5	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.91	NA	NA	NA	NA	NA	0	NA	NA	1.09	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Carica papaya	NA	3.65	NA	NA	NA	NA	NA	1.61	NA	3.43	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	4.67	NA	NA	NA	NA	NA	0.92	NA	NA	0.48	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Canarium schweinfurthii	NA	2.59	NA	NA	NA	NA	NA	2.27	NA	0.91	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35	0.68	NA	NA	NA	NA	NA	3.57	NA	NA	1.47	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Markhamia lutea	NA	0.03	NA	NA	NA	NA	NA	2.23	NA	1.28	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	1.94	NA	NA	NA	NA	NA	2.72	NA	NA	2.42	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Mangifera indica	NA	3.06	NA	NA	NA	NA	NA	1.96	NA	0.62	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	3.87	NA	NA	NA	NA	NA	4.33	NA	NA	1.24	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Raphia vinifera	NA	3.6	NA	NA	NA	NA	NA	1.23	NA	0.3	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.82	NA	NA	NA	NA	NA	2.08	NA	NA	2.25	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Coffee without shade tree	NA	0.03	NA	NA	NA	NA	NA	1.21	NA	4.61	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	0	NA	NA	NA	NA	NA	0.29	NA	NA	0.06	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Cola acuminata	NA	2.8	NA	NA	NA	NA	NA	2.68	NA	0.86	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	1.72	NA	NA	NA	NA	NA	4.65	NA	NA	1.66	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Annona muricata	NA	2.29	NA	NA	NA	NA	NA	1.59	NA	5	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	3.54	NA	NA	NA	NA	NA	1.98	NA	NA	0.81	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Cordia millenii	NA	0.04	NA	NA	NA	NA	NA	3.67	NA	2.98	NA	4.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2.2	NA	NA	NA	NA	NA	5	NA	NA	2.85	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Elaeis guineensis	NA	2.88	NA	NA	NA	NA	NA	1.65	NA	0.49	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	1.27	NA	NA	NA	NA	NA	1.58	NA	NA	0.47	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Persea americana	NA	4.46	NA	NA	NA	NA	NA	2.69	NA	0	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07	2.85	NA	NA	NA	NA	NA	4.78	NA	NA	1.84	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Psidium guajava	NA	2.96	NA	NA	NA	NA	NA	1.7	NA	0.95	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	5	NA	NA	NA	NA	NA	2.49	NA	NA	0.78	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Afrocarpus mannii	NA	0.05	NA	NA	NA	NA	NA	1.61	NA	3.12	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	0.88	NA	NA	NA	NA	NA	1.88	NA	NA	3.39	NA
Cameroon	Cameroon (West)	Coffee	All precipitation zones	All altitudes	Spathodea campanulata	NA	0.19	NA	NA	NA	NA	NA	2.34	NA	2.63	NA	3.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	0.85	NA	NA	NA	NA	NA	3.7	NA	NA	0.93	NA
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Syzygium szemaoense	NA	NA	3.75	NA	NA	NA	NA	2.85	NA	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	1.95	NA	2.7	NA	NA	NA	NA	3.1	1.55	NA	NA	2.85	NA	NA	2.5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Litsea spp.	NA	NA	1.45	NA	NA	NA	NA	3.4	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	2.25	NA	2.7	NA	NA	NA	NA	2.2	1.75	NA	NA	1.05	NA	NA	1.85
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Melia azedarach	NA	NA	2.1	NA	NA	NA	NA	4.7	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	3.3	NA	3.2	NA	NA	NA	NA	3.65	0.6	NA	NA	2.65	NA	NA	2.75
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Aporosa yunnanensis	NA	NA	0	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	2.75	NA	4.1	NA	NA	NA	NA	1.3	1.1	NA	NA	1.25	NA	NA	0.9
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Musa balbisiana	NA	NA	0.65	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	0.85	NA	2.2	NA	NA	NA	NA	1.95	2.95	NA	NA	4.1	NA	NA	1.3
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Artocarpus heterophyllus	NA	NA	5	NA	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	3.75	NA	1.4	NA	NA	NA	NA	4.15	4.25	NA	NA	4.6	NA	NA	5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Psidium guajava	NA	NA	1.6	NA	NA	NA	NA	3.6	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	2.05	NA	3.15	NA	NA	NA	NA	1.5	2.4	NA	NA	1.6	NA	NA	1.5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Macadamia integrifolia	NA	NA	1.85	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	1.3	NA	3.5	NA	NA	NA	NA	3.1	4.8	NA	NA	2.4	NA	NA	2.4
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Schima wallichii	NA	NA	3.3	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	3.05	NA	NA	NA	NA	3.05	NA	3.05	NA	NA	NA	NA	3.3	1.3	NA	NA	2.95	NA	NA	3.75
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Mallotus tetracoccus	NA	NA	1.6	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	NA	2.75	NA	2.65	NA	NA	NA	NA	3.15	0.3	NA	NA	2.3	NA	NA	2.85
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Phyllanthus emblica	NA	NA	0.2	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	0.8	NA	4.8	NA	NA	NA	NA	0	2.3	NA	NA	0	NA	NA	0.05
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Betula alnoides	NA	NA	2.35	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	1.9	NA	0	NA	NA	NA	NA	2.35	2.5	NA	NA	1.25	NA	NA	1.95
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Castanopsis calathiformis	NA	NA	2.5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	NA	2.65	NA	0.2	NA	NA	NA	NA	3	0.75	NA	NA	1.55	NA	NA	4.05
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Eurya groffi	NA	NA	0.35	NA	NA	NA	NA	3.65	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	1.3	NA	3.95	NA	NA	NA	NA	2.1	0.35	NA	NA	1.4	NA	NA	1.35
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Delonix regia	NA	NA	1.4	NA	NA	NA	NA	4.85	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	0.8	NA	5	NA	NA	NA	NA	1.8	1	NA	NA	1.3	NA	NA	0.25
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Cerasus cerasoides	NA	NA	3.3	NA	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3.6	NA	1.25	NA	NA	NA	NA	3.15	1.55	NA	NA	3.05	NA	NA	2.55
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Cinnamomun camphora	NA	NA	4.5	NA	NA	NA	NA	3.7	NA	NA	NA	NA	NA	NA	4.2	NA	NA	NA	NA	4.05	NA	2.55	NA	NA	NA	NA	4.6	2.55	NA	NA	3.6	NA	NA	4.35
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Aporosa villosa	NA	NA	1.5	NA	NA	NA	NA	4.45	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	2.55	NA	4.35	NA	NA	NA	NA	2.25	0.7	NA	NA	2.2	NA	NA	1.55
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Ficus hispida	NA	NA	1.9	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	4.05	NA	3	NA	NA	NA	NA	2.15	0.75	NA	NA	3.15	NA	NA	2.5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Litchi chinensis	NA	NA	3.6	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA	NA	3.15	NA	1.2	NA	NA	NA	NA	3.65	5	NA	NA	2.9	NA	NA	4.8
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Michelia baillonii	NA	NA	3.85	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3.1	NA	1.3	NA	NA	NA	NA	2.85	2	NA	NA	2.65	NA	NA	2.85
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Bischofia javanica	NA	NA	4.2	NA	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	3.35	NA	NA	NA	NA	5	NA	3.25	NA	NA	NA	NA	4.25	1.7	NA	NA	5	NA	NA	4.75
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Mangifera indica	NA	NA	2.7	NA	NA	NA	NA	3.95	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	2.9	NA	2.45	NA	NA	NA	NA	3.45	4.55	NA	NA	3.15	NA	NA	2.9
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Alstonia scholaris	NA	NA	3.6	NA	NA	NA	NA	4.6	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	3.85	NA	3.4	NA	NA	NA	NA	5	3.5	NA	NA	4.5	NA	NA	3.65
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Toona ciliata	NA	NA	3.25	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	4.1	NA	1.55	NA	NA	NA	NA	3.15	2.95	NA	NA	2.9	NA	NA	3.5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Leucaena leucocephala	NA	NA	2.3	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	3.35	NA	2.95	NA	NA	NA	NA	2.7	0.6	NA	NA	2.5	NA	NA	2.6
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Dimocarpus longan	NA	NA	4.6	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	4.9	NA	NA	NA	NA	3.85	NA	1.3	NA	NA	NA	NA	4.25	4.85	NA	NA	3.05	NA	NA	5
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Diospyros kaki	NA	NA	1.35	NA	NA	NA	NA	4.55	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	3.15	NA	2.6	NA	NA	NA	NA	2	2.75	NA	NA	2	NA	NA	1.8
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Albizia kalkora	NA	NA	2.4	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4.6	NA	2.65	NA	NA	NA	NA	2.75	0	NA	NA	2.5	NA	NA	2.55
China	China (South Yunnan)	Arabica coffee	All precipitation zones	All altitudes	Musa basjoo	NA	NA	0	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	3.05	NA	NA	NA	NA	1.35	2.55	NA	NA	3.5	NA	NA	0
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Persea americana	NA	1.5	1.23	NA	NA	NA	1.61	1.49	2.02	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	1.5	1.68
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Mangifera indica	NA	1.39	2.09	NA	NA	NA	2.69	1.74	1.57	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	NA	1.71	1.97
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Mangifera indica	NA	1.6	2.09	NA	NA	NA	2.4	1.59	2.38	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	1.17	2.17
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Ficus sycomorus	NA	NA	2.17	3.34	NA	3.2	2.03	2.91	2.91	NA	NA	NA	3.59	NA	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	2.36	3.08
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Eucalyptus grandis	NA	NA	1.6	NA	NA	NA	0.93	0	0	NA	NA	NA	3.85	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	4.03	0.67
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Persea americana	NA	2.18	1.93	2.39	NA	0.93	1.89	1.92	1.98	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	2.75	1.82
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Musa paradisiaca	NA	5	1.89	3.11	NA	2.41	2.09	2.55	2.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	1.56
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Calliandra calothyrsus	NA	NA	2.03	1.67	NA	0.92	0.16	1.58	1.59	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	0	0.83
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Markhamia lutea	NA	NA	0.63	NA	NA	NA	1.4	1.84	2.19	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	3.1	0.88
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Erythrina abyssinica	NA	NA	1.67	NA	NA	NA	1.32	2.3	1.9	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	2.04	2.12
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Azadirachta indica	NA	NA	0.71	1.88	NA	1.06	1.97	1.49	1.81	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	1.5	0.88
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Albizia coriaria	NA	NA	3.71	4.48	NA	4.08	3.5	3.87	4.01	NA	NA	NA	3.87	NA	NA	NA	NA	NA	NA	3.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9	NA	3.7	3.76
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Carica papaya	NA	1.87	0	2.92	NA	0.97	0.38	1.44	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	0.42
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Ficus natalensis	NA	NA	4.09	NA	NA	NA	3.5	3.41	3.22	NA	NA	NA	4.27	NA	NA	NA	NA	NA	NA	3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.17	NA	2.2	3.36
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Ficus ovata	NA	NA	2.53	NA	NA	NA	2.78	3.36	3.72	NA	NA	NA	2.8	NA	NA	NA	NA	NA	NA	4.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	NA	2.81	3.29
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Aleurites moluccana	NA	NA	1.27	NA	NA	NA	2.14	1.42	1.81	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	2.82	1.24
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Rauvolfia caffra	NA	NA	1.9	NA	NA	NA	2.02	2.27	2.68	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	2.1	2.34
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Artocarpus heterophyllus	NA	0.28	0	NA	NA	NA	1.61	1.81	2.16	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	2.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	1.2	1.14
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Cordia africana	NA	NA	5	5	NA	5	5	5	5	NA	NA	NA	4.24	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4.88	5
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Psidium guajava	NA	0	0.5	NA	NA	NA	0	0.64	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	0	0
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Ficus sur	NA	NA	2.79	NA	NA	NA	2.69	2.96	2.76	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA	3.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	2.59	3.02
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Eucalyptus grandis	NA	NA	1.67	1.31	NA	0	0.49	0	0	NA	NA	NA	4.88	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	0.4
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Markhamia lutea	NA	NA	1.43	2.87	NA	1.69	1.54	1.68	1.97	NA	NA	NA	3.54	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	3.31	1.36
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Terminalia ivorensis	NA	NA	2.46	NA	NA	NA	2.14	2.22	2.06	NA	NA	NA	3.63	NA	NA	NA	NA	NA	NA	3.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	1.53	2.14
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Faidherbia albida	NA	NA	5	NA	NA	NA	4.35	5	3.31	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.34	NA	3.69	1.83
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Grevillea robusta	NA	NA	1.26	NA	NA	NA	1.62	2.2	2.39	NA	NA	NA	3.41	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	3.78	1.45
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Ficus natalensis	NA	NA	3.61	NA	NA	NA	2.85	3.08	3.67	NA	NA	NA	3.98	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.72	NA	2.11	3.25
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Persea americana	NA	2.61	1.43	NA	NA	NA	1.71	2.04	2.17	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	2.86	1.52
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Mangifera indica	NA	0	1.02	NA	NA	NA	1.76	1.78	1.99	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	1.73	1.61
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Faidherbia albida	NA	NA	3.34	NA	NA	NA	4.45	4.12	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	3.63
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Terminalia ivorensis	NA	NA	2.17	2.7	NA	1.91	2.2	2.3	2.49	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	2.19	2.28
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Ficus ovata	NA	NA	3.15	NA	NA	NA	3.51	3.37	3.88	NA	NA	NA	3.72	NA	NA	NA	NA	NA	NA	3.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	NA	2.9	3.43
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Cordia africana	NA	NA	5	NA	NA	NA	5	5	5	NA	NA	NA	4.46	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4.99	5
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Terminalia ivorensis	NA	NA	1.58	NA	NA	NA	2.62	1.92	2.57	NA	NA	NA	2.91	NA	NA	NA	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	2.32	2.3
